,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,United Nations,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Population Division,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,World Population Prospects 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"File POP/02-2: Male population by five-year age group, region, subregion and country, annually for 1950-2100 (thousands)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Estimates, 1950 - 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,POP/DB/WPP/Rev.2024/POP/F02-2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"© July 2024 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Suggested citation: United Nations, Department of Economic and Social Affairs, Population Division (2024).
	World Population Prospects 2024, Online Edition.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Male population by five-year age group (thousands),,,,,,,,,,,,,,,,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Location code,ISO3 Alpha-code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+
6,Estimates,World,,900,,,1,World,0,1955,  206 791,  161 709,  133 540,  128 882,  117 351,  108 044,  93 134,  78 006,  74 955,  67 031,  56 938,  45 427,  34 727,  26 086,  17 057,  9 818,  4 581,  1 517,   335,   45,   4
7,Estimates,World,,900,,,1,World,0,1956,  211 831,  168 784,  135 591,  129 871,  118 919,  109 878,  95 508,  79 932,  74 983,  67 991,  58 068,  46 642,  35 555,  26 359,  17 398,  9 931,  4 656,  1 534,   337,   45,   4
8,Estimates,World,,900,,,1,World,0,1957,  216 683,  175 330,  139 708,  130 247,  120 843,  111 197,  98 004,  82 355,  74 669,  68 880,  59 205,  47 862,  36 459,  26 631,  17 815,  10 072,  4 718,  1 550,   336,   45,   4
9,Estimates,World,,900,,,1,World,0,1958,  221 085,  181 980,  145 192,  130 262,  122 753,  112 205,  100 663,  85 071,  74 175,  69 751,  60 280,  49 109,  37 361,  26 918,  18 304,  10 250,  4 773,  1 576,   338,   46,   4
10,Estimates,World,,900,,,1,World,0,1959,  223 125,  188 057,  151 673,  130 561,  124 461,  113 212,  103 040,  87 842,  73 991,  70 542,  61 306,  50 349,  38 191,  27 272,  18 701,  10 440,  4 823,  1 605,   347,   47,   4
11,Estimates,World,,900,,,1,World,0,1960,  222 582,  193 418,  159 068,  131 166,  125 841,  114 271,  105 130,  90 267,  74 835,  70 958,  62 270,  51 376,  39 103,  27 746,  18 894,  10 619,  4 874,  1 633,   358,   48,   4
12,Estimates,World,,900,,,1,World,0,1961,  221 825,  198 064,  165 845,  133 114,  126 878,  115 718,  107 006,  92 486,  76 714,  70 884,  63 089,  52 311,  40 099,  28 358,  19 041,  10 833,  4 939,  1 670,   369,   49,   4
13,Estimates,World,,900,,,1,World,0,1962,  223 936,  202 461,  172 087,  137 176,  127 315,  117 731,  108 449,  94 968,  79 106,  70 568,  63 907,  53 367,  41 151,  29 086,  19 253,  11 118,  5 027,  1 707,   381,   50,   4
14,Estimates,World,,900,,,1,World,0,1963,  230 679,  206 384,  178 437,  142 490,  127 372,  119 803,  109 526,  97 683,  81 775,  70 167,  64 830,  54 414,  42 311,  29 848,  19 508,  11 460,  5 140,  1 740,   393,   53,   4
15,Estimates,World,,900,,,1,World,0,1964,  239 468,  208 656,  184 347,  148 808,  127 655,  121 597,  110 556,  100 158,  84 525,  70 091,  65 716,  55 477,  43 507,  30 626,  19 850,  11 777,  5 283,  1 778,   408,   56,   4
16,Estimates,World,,900,,,1,World,0,1965,  247 894,  209 468,  189 902,  156 197,  128 213,  122 970,  111 685,  102 396,  87 026,  71 000,  66 260,  56 540,  44 592,  31 546,  20 326,  11 979,  5 439,  1 825,   424,   59,   5
17,Estimates,World,,900,,,1,World,0,1966,  255 988,  210 150,  194 896,  163 083,  130 118,  124 058,  113 116,  104 299,  89 266,  72 932,  66 303,  57 435,  45 565,  32 518,  20 879,  12 147,  5 605,  1 874,   439,   62,   5
18,Estimates,World,,900,,,1,World,0,1967,  261 300,  212 642,  199 499,  169 372,  134 135,  124 508,  115 012,  105 661,  91 730,  75 331,  66 008,  58 289,  46 578,  33 493,  21 482,  12 332,  5 789,  1 929,   456,   66,   5
19,Estimates,World,,900,,,1,World,0,1968,  263 495,  219 036,  203 526,  175 708,  139 385,  124 519,  116 955,  106 645,  94 393,  77 974,  65 621,  59 199,  47 564,  34 521,  22 100,  12 532,  5 988,  1 990,   470,   68,   5
20,Estimates,World,,900,,,1,World,0,1969,  265 822,  227 554,  205 909,  181 598,  145 657,  124 806,  118 675,  107 583,  96 792,  80 689,  65 576,  60 056,  48 573,  35 561,  22 726,  12 773,  6 165,  2 057,   484,   70,   5
21,Estimates,World,,900,,,1,World,0,1970,  269 120,  235 874,  206 805,  187 087,  153 045,  125 394,  120 084,  108 676,  98 944,  83 178,  66 521,  60 625,  49 574,  36 524,  23 460,  13 096,  6 295,  2 137,   503,   74,   6
22,Estimates,World,,900,,,1,World,0,1971,  272 775,  243 959,  207 525,  192 033,  159 885,  127 315,  121 163,  110 107,  100 768,  85 403,  68 450,  60 689,  50 433,  37 390,  24 255,  13 480,  6 404,  2 217,   522,   78,   6
23,Estimates,World,,900,,,1,World,0,1972,  276 500,  249 375,  210 067,  196 591,  166 075,  131 389,  121 662,  112 016,  102 126,  87 791,  70 829,  60 449,  51 286,  38 283,  25 064,  13 901,  6 522,  2 298,   537,   81,   7
24,Estimates,World,,900,,,1,World,0,1973,  279 187,  251 690,  216 461,  200 602,  172 351,  136 743,  121 820,  114 004,  103 171,  90 404,  73 470,  60 153,  52 202,  39 184,  25 916,  14 346,  6 657,  2 388,   555,   84,   7
25,Estimates,World,,900,,,1,World,0,1974,  280 382,  254 140,  224 926,  203 002,  178 224,  143 015,  122 250,  115 760,  104 160,  92 778,  76 151,  60 199,  53 086,  40 115,  26 785,  14 821,  6 817,  2 469,   575,   86,   7
26,Estimates,World,,900,,,1,World,0,1975,  280 394,  257 647,  233 215,  203 971,  183 733,  150 375,  122 976,  117 209,  105 276,  94 894,  78 561,  61 175,  53 683,  41 056,  27 584,  15 384,  7 023,  2 532,   601,   89,   8
27,Estimates,World,,900,,,1,World,0,1976,  279 767,  261 603,  241 182,  204 761,  188 702,  157 179,  124 989,  118 375,  106 773,  96 706,  80 734,  63 085,  53 841,  41 932,  28 347,  15 996,  7 259,  2 588,   626,   93,   8
28,Estimates,World,,900,,,1,World,0,1977,  279 196,  265 599,  246 440,  207 316,  193 340,  163 343,  129 120,  118 969,  108 700,  98 066,  83 055,  65 420,  53 690,  42 793,  29 145,  16 623,  7 523,  2 651,   652,   97,   9
29,Estimates,World,,900,,,1,World,0,1978,  278 811,  268 468,  248 652,  213 586,  197 464,  169 573,  134 460,  119 172,  110 677,  99 098,  85 563,  67 959,  53 481,  43 691,  29 948,  17 276,  7 814,  2 727,   683,   102,   9
30,Estimates,World,,900,,,1,World,0,1979,  279 701,  269 910,  251 095,  221 838,  200 063,  175 502,  140 669,  119 607,  112 389,  100 041,  87 820,  70 510,  53 610,  44 573,  30 791,  17 942,  8 130,  2 820,   713,   108,   10
31,Estimates,World,,900,,,1,World,0,1980,  282 450,  270 175,  254 650,  230 074,  201 299,  181 249,  148 029,  120 387,  113 814,  101 119,  89 802,  72 764,  54 562,  45 171,  31 623,  18 544,  8 489,  2 923,   736,   114,   10
32,Estimates,World,,900,,,1,World,0,1981,  286 539,  269 688,  258 631,  238 223,  202 269,  186 501,  154 935,  122 498,  115 082,  102 615,  91 557,  74 802,  56 344,  45 328,  32 363,  19 106,  8 867,  3 028,   757,   119,   11
33,Estimates,World,,900,,,1,World,0,1982,  292 119,  269 229,  262 685,  243 691,  204 871,  191 267,  161 154,  126 622,  115 820,  104 549,  92 932,  77 003,  58 517,  45 218,  33 097,  19 711,  9 255,  3 149,   782,   126,   11
34,Estimates,World,,900,,,1,World,0,1983,  298 064,  269 011,  265 613,  246 066,  211 166,  195 430,  167 423,  131 915,  116 131,  106 543,  93 996,  79 355,  60 858,  45 050,  33 868,  20 313,  9 651,  3 282,   808,   133,   12
35,Estimates,World,,900,,,1,World,0,1984,  303 206,  270 086,  267 011,  248 559,  219 459,  197 956,  173 333,  138 131,  116 658,  108 328,  94 992,  81 509,  63 193,  45 201,  34 606,  20 928,  10 039,  3 424,   837,   139,   13
36,Estimates,World,,900,,,1,World,0,1985,  308 128,  273 021,  267 250,  252 054,  227 668,  198 983,  178 940,  145 429,  117 496,  109 832,  96 125,  83 457,  65 279,  46 136,  35 120,  21 548,  10 403,  3 592,   869,   144,   13
37,Estimates,World,,900,,,1,World,0,1986,  313 235,  277 259,  266 833,  256 060,  235 603,  199 775,  184 064,  152 261,  119 608,  111 146,  97 639,  85 183,  67 189,  47 783,  35 304,  22 131,  10 763,  3 773,   900,   149,   14
38,Estimates,World,,900,,,1,World,0,1987,  318 317,  282 897,  266 433,  260 193,  240 776,  202 235,  188 715,  158 493,  123 745,  112 028,  99 592,  86 583,  69 264,  49 743,  35 294,  22 735,  11 152,  3 965,   939,   155,   16
39,Estimates,World,,900,,,1,World,0,1988,  323 265,  288 915,  266 260,  263 173,  242 890,  208 330,  192 747,  164 760,  129 015,  112 512,  101 585,  87 749,  71 506,  51 884,  35 240,  23 379,  11 548,  4 160,   984,   161,   17
40,Estimates,World,,900,,,1,World,0,1989,  328 218,  294 207,  267 334,  264 517,  245 356,  216 429,  195 207,  170 612,  135 160,  113 157,  103 388,  88 794,  73 589,  54 011,  35 479,  24 014,  11 964,  4 350,  1 033,   167,   19
41,Estimates,World,,900,,,1,World,0,1990,  332 642,  299 255,  270 187,  264 637,  249 119,  224 589,  196 318,  176 153,  142 400,  114 052,  104 974,  89 972,  75 438,  55 897,  36 377,  24 482,  12 397,  4 535,  1 089,   173,   20
42,Estimates,World,,900,,,1,World,0,1991,  334 744,  304 475,  274 430,  264 168,  253 158,  232 486,  197 251,  181 234,  149 177,  116 108,  106 310,  91 478,  77 085,  57 637,  37 829,  24 690,  12 811,  4 719,  1 150,   178,   20
43,Estimates,World,,900,,,1,World,0,1992,  334 037,  309 732,  280 233,  263 746,  257 011,  237 605,  199 730,  185 834,  155 267,  120 054,  107 140,  93 268,  78 461,  59 483,  39 504,  24 762,  13 241,  4 916,  1 217,   184,   20
44,Estimates,World,,900,,,1,World,0,1993,  332 402,  314 920,  286 481,  263 541,  259 716,  239 749,  205 823,  189 857,  161 368,  125 138,  107 600,  95 160,  79 571,  61 449,  41 316,  24 778,  13 698,  5 120,  1 283,   193,   20
45,Estimates,World,,900,,,1,World,0,1994,  330 142,  320 024,  291 959,  264 645,  260 851,  242 027,  213 754,  192 197,  166 965,  131 037,  108 147,  96 840,  80 530,  63 273,  43 115,  25 111,  14 145,  5 339,  1 348,   205,   20
46,Estimates,World,,900,,,1,World,0,1995,  327 027,  324 720,  297 268,  267 729,  260 811,  245 289,  221 452,  193 033,  172 136,  137 914,  108 864,  98 249,  81 612,  64 913,  44 709,  25 903,  14 482,  5 574,  1 412,   219,   20
47,Estimates,World,,900,,,1,World,0,1996,  324 711,  327 322,  302 828,  272 323,  260 245,  248 875,  228 867,  193 645,  176 890,  144 345,  110 745,  99 450,  83 014,  66 409,  46 192,  27 023,  14 667,  5 807,  1 477,   234,   21
48,Estimates,World,,900,,,1,World,0,1997,  323 789,  326 967,  308 237,  278 412,  259 882,  252 493,  233 646,  195 862,  181 265,  150 170,  114 518,  100 233,  84 692,  67 697,  47 768,  28 390,  14 791,  6 055,  1 550,   249,   22
49,Estimates,World,,900,,,1,World,0,1998,  323 271,  325 394,  313 337,  284 803,  259 976,  255 163,  235 611,  201 790,  185 190,  156 074,  119 429,  100 733,  86 458,  68 798,  49 468,  29 850,  14 908,  6 327,  1 632,   266,   24
50,Estimates,World,,900,,,1,World,0,1999,  323 092,  323 125,  318 336,  290 326,  261 402,  256 407,  237 867,  209 687,  187 608,  161 606,  125 218,  101 395,  88 080,  69 830,  51 085,  31 311,  15 198,  6 595,  1 721,   282,   27
51,Estimates,World,,900,,,1,World,0,2000,  323 631,  320 020,  322 928,  295 593,  264 737,  256 555,  241 232,  217 418,  188 603,  166 782,  131 997,  102 254,  89 509,  70 964,  52 587,  32 642,  15 857,  6 808,  1 815,   298,   30
52,Estimates,World,,900,,,1,World,0,2001,  324 787,  317 686,  325 393,  301 036,  269 405,  256 218,  244 969,  224 853,  189 295,  171 504,  138 293,  104 196,  90 754,  72 347,  53 980,  33 882,  16 775,  6 950,  1 910,   313,   32
53,Estimates,World,,900,,,1,World,0,2002,  326 222,  316 906,  325 031,  306 301,  275 279,  256 001,  248 659,  229 667,  191 527,  175 849,  143 980,  107 922,  91 628,  73 958,  55 203,  35 176,  17 769,  7 065,  2 010,   330,   34
54,Estimates,World,,900,,,1,World,0,2003,  327 939,  316 759,  323 588,  311 297,  281 420,  256 150,  251 322,  231 582,  197 301,  179 622,  149 640,  112 643,  92 241,  75 595,  56 274,  36 559,  18 802,  7 182,  2 115,   346,   35
55,Estimates,World,,900,,,1,World,0,2004,  329 881,  316 988,  321 466,  316 259,  286 808,  257 638,  252 654,  233 807,  204 995,  181 851,  154 912,  118 156,  93 015,  77 094,  57 299,  37 889,  19 843,  7 405,  2 227,   366,   36
56,Estimates,World,,900,,,1,World,0,2005,  331 597,  317 928,  318 513,  320 874,  291 966,  260 899,  252 878,  237 163,  212 583,  182 724,  159 871,  124 621,  93 976,  78 466,  58 418,  39 125,  20 818,  7 830,  2 323,   389,   38
57,Estimates,World,,900,,,1,World,0,2006,  333 289,  319 431,  316 372,  323 358,  297 186,  265 401,  252 605,  241 023,  220 046,  183 433,  164 429,  130 659,  95 962,  79 721,  59 731,  40 313,  21 729,  8 384,  2 389,   412,   40
58,Estimates,World,,900,,,1,World,0,2007,  335 694,  320 945,  315 686,  322 940,  302 299,  271 257,  252 553,  244 998,  225 103,  185 791,  168 700,  136 106,  99 602,  80 679,  61 226,  41 409,  22 672,  8 970,  2 452,   437,   43
59,Estimates,World,,900,,,1,World,0,2008,  338 910,  322 634,  315 534,  321 501,  307 285,  277 394,  252 757,  247 788,  227 312,  191 699,  172 456,  141 534,  104 114,  81 434,  62 722,  42 380,  23 668,  9 560,  2 523,   464,   45
60,Estimates,World,,900,,,1,World,0,2009,  342 615,  324 596,  315 759,  319 506,  312 346,  282 725,  254 149,  249 019,  229 667,  199 504,  174 699,  146 646,  109 288,  82 340,  64 082,  43 326,  24 636,  10 158,  2 636,   492,   48
61,Estimates,World,,900,,,1,World,0,2010,  346 266,  326 329,  316 650,  316 719,  317 230,  287 932,  257 329,  249 119,  232 998,  207 204,  175 677,  151 508,  115 326,  83 424,  65 364,  44 349,  25 579,  10 741,  2 830,   514,   50
62,Estimates,World,,900,,,1,World,0,2011,  349 633,  328 191,  318 060,  314 658,  320 041,  293 367,  261 812,  248 812,  236 736,  214 680,  176 543,  155 989,  120 997,  85 439,  66 579,  45 506,  26 474,  11 288,  3 069,   530,   53
63,Estimates,World,,900,,,1,World,0,2012,  352 993,  330 928,  319 550,  313 993,  319 861,  298 709,  267 692,  248 767,  240 582,  219 681,  179 036,  160 196,  126 156,  88 909,  67 590,  46 797,  27 291,  11 844,  3 303,   545,   57
64,Estimates,World,,900,,,1,World,0,2013,  355 812,  334 454,  321 294,  313 844,  318 523,  303 869,  273 922,  249 001,  243 373,  221 873,  185 016,  163 904,  131 332,  93 107,  68 497,  48 098,  28 076,  12 444,  3 537,   564,   61
65,Estimates,World,,900,,,1,World,0,2014,  357 685,  338 443,  323 356,  314 076,  316 570,  309 038,  279 360,  250 442,  244 697,  224 269,  192 822,  166 155,  136 218,  97 856,  69 531,  49 301,  28 879,  13 047,  3 784,   597,   65
66,Estimates,World,,900,,,1,World,0,2015,  358 913,  342 348,  325 198,  315 045,  313 762,  313 928,  284 606,  253 712,  244 938,  227 716,  200 451,  167 200,  140 867,  103 407,  70 654,  50 461,  29 733,  13 642,  4 030,   647,   68
67,Estimates,World,,900,,,1,World,0,2016,  359 770,  345 917,  327 087,  316 557,  311 689,  316 801,  289 988,  258 269,  244 635,  231 518,  207 754,  168 065,  145 110,  108 611,  72 538,  51 588,  30 674,  14 212,  4 267,   711,   70
68,Estimates,World,,900,,,1,World,0,2017,  359 684,  349 558,  329 804,  318 019,  311 048,  316 711,  295 292,  264 121,  244 471,  235 293,  212 587,  170 435,  149 043,  113 311,  75 666,  52 562,  31 686,  14 736,  4 508,   775,   74
69,Estimates,World,,900,,,1,World,0,2018,  358 054,  352 690,  333 304,  319 559,  310 968,  315 408,  300 535,  270 316,  244 631,  237 963,  214 724,  176 182,  152 494,  118 029,  79 413,  53 457,  32 698,  15 252,  4 767,   838,   79
70,Estimates,World,,900,,,1,World,0,2019,  355 416,  354 733,  337 344,  321 353,  311 263,  313 467,  305 766,  275 739,  246 066,  239 189,  217 129,  183 711,  154 604,  122 531,  83 643,  54 453,  33 668,  15 802,  5 039,   905,   85
71,Estimates,World,,900,,,1,World,0,2020,  351 475,  356 051,  341 429,  323 069,  312 223,  310 742,  310 592,  280 899,  249 286,  239 279,  220 438,  190 974,  155 399,  126 609,  88 352,  55 332,  34 481,  16 284,  5 266,   956,   92
72,Estimates,World,,900,,,1,World,0,2021,  346 175,  356 825,  345 230,  325 068,  313 688,  309 016,  313 330,  286 146,  253 688,  238 647,  223 864,  197 670,  155 702,  129 920,  92 382,  56 557,  35 047,  16 681,  5 429,   987,   95
73,Estimates,World,,900,,,1,World,0,2022,  340 454,  356 472,  348 944,  328 013,  315 168,  308 742,  313 254,  291 369,  259 458,  238 339,  227 377,  202 099,  157 664,  133 112,  96 091,  58 954,  35 611,  17 174,  5 595,  1 021,   98
74,Estimates,World,,900,,,1,World,0,2023,  335 562,  354 665,  351 912,  331 691,  316 739,  308 640,  312 122,  296 564,  265 663,  238 673,  230 081,  204 265,  163 247,  136 240,  100 123,  62 095,  36 341,  17 756,  5 797,  1 073,   103
2891,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1950,  1 608,  1 244,  1 051,   909,   776,   659,   558,   476,   400,   329,   219,   178,   140,   103,   67,   33,   12,   3,   0,   0,   0
2892,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1951,  1 590,  1 279,  1 074,   929,   793,   673,   569,   485,   407,   340,   230,   179,   141,   103,   67,   34,   12,   3,   0,   0,   0
2893,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1952,  1 579,  1 315,  1 098,   949,   811,   687,   581,   493,   415,   347,   246,   178,   142,   103,   67,   34,   12,   3,   0,   0,   0
2894,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1953,  1 579,  1 344,  1 123,   970,   829,   701,   593,   502,   423,   352,   264,   178,   144,   104,   67,   35,   12,   3,   0,   0,   0
2895,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1954,  1 591,  1 364,  1 152,   991,   846,   715,   605,   511,   431,   357,   280,   182,   145,   105,   67,   35,   12,   3,   0,   0,   0
2896,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1955,  1 623,  1 368,  1 184,  1 013,   864,   730,   618,   520,   439,   363,   292,   188,   146,   106,   68,   35,   13,   3,   0,   0,0
2897,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1956,  1 672,  1 357,  1 218,  1 035,   882,   745,   631,   530,   447,   369,   302,   198,   146,   106,   68,   36,   13,   3,   0,   0,0
2898,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1957,  1 706,  1 347,  1 251,  1 057,   901,   760,   643,   540,   454,   376,   308,   212,   146,   107,   68,   35,   13,   3,   0,   0,0
2899,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1958,  1 725,  1 342,  1 275,  1 079,   919,   775,   654,   550,   460,   381,   311,   226,   145,   107,   67,   35,   13,   3,   0,   0,0
2900,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1959,  1 768,  1 350,  1 293,  1 106,   938,   790,   666,   561,   468,   388,   315,   239,   147,   108,   67,   35,   13,   3,   0,   0,0
2901,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1960,  1 836,  1 375,  1 297,  1 137,   959,   808,   681,   573,   477,   396,   320,   250,   153,   109,   68,   35,   13,   3,   0,   0,0
2902,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1961,  1 914,  1 412,  1 287,  1 171,   982,   827,   696,   586,   487,   404,   327,   259,   162,   110,   69,   35,   14,   3,   0,   0,   0
2903,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1962,  2 001,  1 447,  1 280,  1 205,  1 006,   848,   713,   599,   498,   412,   334,   265,   174,   110,   71,   36,   14,   3,   0,   0,   0
2904,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1963,  2 088,  1 487,  1 281,  1 232,  1 032,   869,   731,   613,   510,   420,   341,   270,   187,   111,   72,   37,   14,   3,   0,   0,   0
2905,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1964,  2 171,  1 541,  1 291,  1 252,  1 061,   891,   749,   628,   522,   429,   349,   275,   199,   113,   73,   37,   14,   3,   0,   0,   0
2906,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1965,  2 252,  1 604,  1 316,  1 257,  1 092,   913,   768,   642,   534,   438,   356,   280,   209,   118,   74,   38,   14,   3,   0,   0,   0
2907,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1966,  2 326,  1 675,  1 352,  1 248,  1 125,   936,   787,   658,   547,   448,   364,   286,   216,   125,   75,   38,   15,   3,   0,   0,   0
2908,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1967,  2 402,  1 754,  1 385,  1 240,  1 158,   959,   806,   674,   560,   458,   371,   292,   221,   135,   75,   39,   15,   4,   0,   0,   0
2909,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1968,  2 485,  1 835,  1 424,  1 242,  1 184,   984,   827,   691,   573,   469,   378,   299,   225,   145,   75,   40,   15,   4,   0,   0,   0
2910,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1969,  2 568,  1 909,  1 475,  1 252,  1 203,  1 011,   848,   708,   586,   480,   387,   305,   229,   154,   77,   41,   15,   4,   0,   0,   0
2911,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1970,  2 652,  1 979,  1 535,  1 276,  1 207,  1 041,   869,   725,   600,   492,   395,   312,   234,   162,   81,   41,   16,   4,   0,   0,   0
2912,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1971,  2 738,  2 050,  1 604,  1 310,  1 197,  1 071,   889,   743,   614,   503,   404,   319,   239,   168,   86,   42,   16,   4,   0,   0,   0
2913,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1972,  2 818,  2 123,  1 681,  1 342,  1 189,  1 100,   910,   760,   629,   514,   413,   325,   244,   172,   93,   42,   16,   4,   0,   0,   0
2914,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1973,  2 894,  2 196,  1 758,  1 379,  1 189,  1 124,   932,   779,   644,   526,   422,   331,   250,   175,   100,   42,   17,   4,   0,   0,   0
2915,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1974,  2 967,  2 266,  1 827,  1 427,  1 198,  1 141,   957,   797,   659,   537,   432,   338,   254,   177,   105,   43,   17,   4,   0,   0,0
2916,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1975,  3 035,  2 334,  1 892,  1 484,  1 218,  1 141,   981,   814,   673,   548,   441,   344,   259,   180,   109,   45,   17,   4,   0,   0,0
2917,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1976,  3 120,  2 403,  1 957,  1 548,  1 246,  1 127,  1 006,   831,   687,   560,   450,   350,   263,   183,   113,   47,   17,   4,   0,   0,0
2918,Estimates,Ethiopia,,231,ETH,ET,231,Country/Area,910,1977,  3 198,  2 450,  2 010,  1 608,  1 264,  1 107,  1 024,   843,   697,   568,   456,   355,   266,   185,   114,   51,   17,   4,   0,   0,0
